ARB Arm Blade Position LF,ARB Arm Blade Position RF,ARB Arm Blade Position LR,ARB Arm Blade Position RR,Additional ARB Rounds Front,Additional ARB Rounds Rear,Additional Fuel Mass,Additional Spring Rounds LF,Additional Spring Rounds RF,Additional Spring Rounds LR,Additional Spring Rounds RR,Atmospheric Conditions - Air Pressure,Atmospheric Conditions - Air Temperature,Atmospheric Conditions - Relative Humidity,Camber LF,Camber RF,Camber LR,Camber RR,Spring Rate LF,Spring Rate RF,Spring Rate LR,Spring Rate RR,Toe Inches LF,Toe Inches RF,Toe Inches LR,Toe Inches RR,Differential Preload Pressure,Cross Weight % Race Unhooked,Cross Weight % Race Hooked,Nose Weight % Race Hooked,Frame Height LF Race Unhooked,Frame Height RF Race Unhooked,Frame Height RR Race Unhooked,Tire Cold Pressure LF,Tire Cold Pressure LR,Tire Cold Pressure RF,Tire Cold Pressure RR,Right Side Weight Race Hooked,Speed Profile Lap Sim Track Mu,Rollout Delta RR
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,0.642857142857143,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,0.714285714285714,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,0.785714285714286,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,0.857142857142857,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,0.928571428571429,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.07142857142857,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.14285714285714,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.21428571428571,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.28571428571429,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.35714285714286,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.42857142857143,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.5,0.000
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,-2
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,-1.5
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,-1
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,-0.5
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,0.5
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,1
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,1.5
P5,P5,P1,P1,0.000,0.000,-40.000,0.000,0.000,0.000,0.000,29.980,85.000,78.000,0.759,-3.681,1.498,-3.905,4721,4671,2419,1225,0.000,0.000,-0.096,0.046,450.000,58.000,58.000,51.100,2.020,2.260,2.340,27.0,27.0,47.0,45.0,1720,1.000,2
